Timestamp,Yaw,Pitch,Brightness
1712761695,0.234342780091644,64.5750275974822,31.0
1712761695,0.23434251831639408,64.57664571025072,31.0
1712761695,0.23431737346251816,64.57957487478663,31.0
1712761695,0.2343148990239703,64.57966476340157,31.0
1712761695,0.23432681861757018,64.58116979078024,31.0
1712761695,0.234409146119404,64.56649700430287,31.0
1712761695,0.23444652012443506,64.57161599642275,31.0
1712761695,0.2344909741280222,64.57784654702759,31.0
1712761695,0.23446442633954642,64.57216094709986,31.0
1712761695,0.2344920019294093,64.58095830243649,31.0
1712761695,0.23449655224622934,64.59347177991683,31.0
1712761695,0.2345089803358493,64.59095970832702,31.0
1712761695,0.23450693115322058,64.59530284432307,31.0
1712761695,0.23447751883307155,64.59013743983756,31.0
1712761695,0.23444704797581586,64.58245139225554,31.0
1712761695,0.23446354957905569,64.57329036375552,31.0
1712761695,0.2344999365474373,64.57480750243512,31.0
1712761695,0.23450435378202764,64.58211647722621,31.0
1712761695,0.23448838290655818,64.58437825988163,31.0
1712761695,0.23450823176840607,64.5886572844371,31.0
1712761695,0.23446564941194054,64.59267567004504,31.0
1712761696,0.23443141583294785,64.5990646441524,31.0
1712761696,0.23446009451184444,64.5947276574476,31.0
1712761696,0.23444936213914894,64.5831370773579,31.0
1712761696,0.23443754597927852,64.57918357334134,31.0
1712761696,0.23443726010690097,64.57891544385188,31.0
1712761696,0.2344359883205943,64.57646046731554,31.0
1712761696,0.23441570289418587,64.56890566619627,31.0
1712761696,0.23441612979133009,64.58167754774718,31.0
1712761696,0.23440966300960603,64.59082904248947,31.0
1712761696,0.23444377022662377,64.58849599126464,31.0
1712761696,0.23442989851916318,64.59070385073282,31.0
1712761696,0.23443993410581074,64.58776044293799,31.0
1712761696,0.23440689689933328,64.56828429229908,31.0
1712761696,0.2343663546763576,64.5758147869094,31.0
1712761696,0.23436057118942707,64.57473378732675,31.0
1712761696,0.23434148788032155,64.57050964505612,31.0
1712761696,0.23431432082228654,64.5734363676723,31.0
1712761696,0.23431713576575827,64.58237337176045,31.0
1712761696,0.23428996329607668,64.5940425271472,31.0
1712761696,0.2342979452750868,64.59238303354657,31.0
1712761696,0.23430415894776763,64.59048259157592,31.0
1712761696,0.2343626432399428,64.57938514244566,31.0
